doc_id,token,label
2008,Tender,O
2008,:,O
2008,Mastercard,B-PaymentMethod
2008,www.juniperlanebiker.com,O
2008,info,O
2008,@,O
2008,juniperlanebiker.com,O
2008,We,O
2008,appreciate,O
2008,your,O
2008,business.,O
2009,Please,O
2009,include,O
2009,the,O
2009,invoice,O
2009,number,O
2009,with,O
2009,your,O
2009,payment.,O
2009,Kowalski,B-Merchant
2009,&,I-Merchant
2009,Bergstrom,I-Merchant
2009,Roasters,I-Merchant
2009,Date,O
2009,of,O
2009,Purchase,O
2009,:,O
2009,2026-07-19,B-Date
2009,6399,O
2009,Stonebridge,O
2009,Drive,O
2009,",",O
2009,Brookfield,O
2009,",",O
2009,WI,O
2009,74778,O
2009,Total,O
2009,Paid,O
2009,:,O
2009,$272.00,B-Total
2009,Method,O
2009,:,O
2009,Visa,B-PaymentMethod
2009,Come,O
2009,back,O
2009,soon,O
2009,!,O
2010,www.oldtowncoffee.com,O
2010,Sold,O
2010,By,O
2010,:,O
2010,Old,B-Merchant
2010,Town,I-Merchant
2010,Coffee,I-Merchant
2010,+,O
2010,1,O
2010,(,O
2010,604,O
2010,),O
2010,223,O
2010,-,O
2010,5787,O
2010,Sale,O
2010,Date,O
2010,:,O
2010,2026-02-21,B-Date
2010,Charged,O
2010,:,O
2010,$230.40,B-Total
2010,Tender,O
2010,:,O
2010,Visa,B-PaymentMethod
2010,Come,O
2010,back,O
2010,soon,O
2010,!,O
2010,1518,O
2010,Meadow,O
2010,Drive,O
2010,",",O
2010,Elmwood,O
2010,",",O
2010,TX,O
2010,33523,O
2011,1,O
2011,x,O
2011,On-Site,O
2011,Installation,O
2011,Purchased,O
2011,At,O
2011,:,O
2011,Downtown,B-Merchant
2011,Salon,I-Merchant
2011,Date,O
2011,of,O
2011,Purchase,O
2011,:,O
2011,11/23/2024,B-Date
2011,Item,O
2011,Sundry,O
2011,goods,O
2011,x,O
2011,1,O
2011,Total,O
2011,Paid,O
2011,:,O
2011,$61.31,B-Total
2011,Tender,O
2011,:,O
2011,Amex,B-PaymentMethod
2011,6299,O
2011,Elm,O
2011,Drive,O
2011,",",O
2011,Riverside,O
2011,",",O
2011,CA,O
2011,32866,O
2011,We,O
2011,appreciate,O
2011,your,O
2011,business.,O
2012,Sold,O
2012,By,O
2012,:,O
2012,Peak,B-Merchant
2012,General,I-Merchant
2012,Store,I-Merchant
2012,Transaction,O
2012,Date,O
2012,:,O
2012,02/24/2024,B-Date
2012,Item,O
2012,Sundry,O
2012,goods,O
2012,x,O
2012,2,O
2012,www.peakgeneralstore.com,O
2012,+,O
2012,1,O
2012,(,O
2012,954,O
2012,),O
2012,573,O
2012,-,O
2012,5143,O
2012,Total,O
2012,Charged,O
2012,:,O
2012,$211.78,B-Total
2012,info,O
2012,@,O
2012,peakgeneralstore.net,O
2012,Method,O
2012,:,O
2012,Debit,B-PaymentMethod
2012,We,O
2012,appreciate,O
2012,your,O
2012,business.,O
2012,7868,O
2012,Aspen,O
2012,Street,O
2012,",",O
2012,Riverside,O
2012,",",O
2012,CA,O
2012,96367,O
2013,Merchant,O
2013,:,O
2013,Corner,B-Merchant
2013,Outfitters,I-Merchant
2013,Date,O
2013,:,O
2013,2023-08-12,B-Date
2013,Quality.,O
2013,Integrity.,O
2013,Excellence.,O
2013,1,O
2013,x,O
2013,Networking,O
2013,Cable,O
2013,(,O
2013,10,O
2013,m,O
2013,),O
2013,Item,O
2013,Sundry,O
2013,goods,O
2013,x,O
2013,2,O
2013,Amount,O
2013,Paid,O
2013,:,O
2013,$91.01,B-Total
2013,This,O
2013,document,O
2013,is,O
2013,a,O
2013,computer-generated,O
2013,record,O
2013,and,O
2013,requires,O
2013,no,O
2013,signature.,O
2013,Payment,O
2013,Method,O
2013,:,O
2013,Amex,B-PaymentMethod
2013,Thank,O
2013,you,O
2013,for,O
2013,shopping,O
2013,with,O
2013,us.,O
2014,8816,O
2014,Willow,O
2014,Avenue,O
2014,",",O
2014,Ashland,O
2014,",",O
2014,OH,O
2014,47354,O
2014,Store,O
2014,:,O
2014,Maple,B-Merchant
2014,Street,I-Merchant
2014,Boutique,I-Merchant
2014,Sale,O
2014,Date,O
2014,:,O
2014,2026-08-04,B-Date
2014,Item,O
2014,Sundry,O
2014,goods,O
2014,x,O
2014,2,O
2014,Charged,O
2014,:,O
2014,$36.97,B-Total
2014,Please,O
2014,retain,O
2014,this,O
2014,document,O
2014,for,O
2014,your,O
2014,records.,O
2014,Paid,O
2014,via,O
2014,:,O
2014,Amex,B-PaymentMethod
2015,Merchant,O
2015,:,O
2015,Peak,B-Merchant
2015,Bistro,I-Merchant
2015,Date,O
2015,:,O
2015,04/03/2024,B-Date
2015,Item,O
2015,Sundry,O
2015,goods,O
2015,x,O
2015,5,O
2015,+,O
2015,1,O
2015,(,O
2015,889,O
2015,),O
2015,691,O
2015,-,O
2015,4052,O
2015,Total,O
2015,Charged,O
2015,:,O
2015,$264.67,B-Total
2015,Tender,O
2015,:,O
2015,Amex,B-PaymentMethod
2015,Have,O
2015,a,O
2015,great,O
2015,day.,O
2016,Merchant,O
2016,:,O
2016,Hollybrook,B-Merchant
2016,Diner,I-Merchant
2016,7545,O
2016,Meadow,O
2016,Way,O
2016,",",O
2016,Highland,O
2016,Park,O
2016,",",O
2016,NJ,O
2016,66928,O
2016,Purchase,O
2016,Date,O
2016,:,O
2016,07/25/2023,B-Date
2016,Total,O
2016,:,O
2016,$115.13,B-Total
2016,Tender,O
2016,:,O
2016,Cash,B-PaymentMethod
2016,All,O
2016,sales,O
2016,are,O
2016,final,O
2016,unless,O
2016,otherwise,O
2016,noted.,O
2016,We,O
2016,appreciate,O
2016,your,O
2016,business.,O
2017,7575,O
2017,Harbor,O
2017,Lane,O
2017,",",O
2017,Riverside,O
2017,",",O
2017,CA,O
2017,84289,O
2017,Merchant,O
2017,:,O
2017,Cobblestone,B-Merchant
2017,Market,I-Merchant
2017,www.cobblestonemarke.com,O
2017,Sale,O
2017,Date,O
2017,:,O
2017,2025-02-23,B-Date
2017,Charged,O
2017,:,O
2017,$231.83,B-Total
2017,Payment,O
2017,Method,O
2017,:,O
2017,Amex,B-PaymentMethod
2017,+,O
2017,1,O
2017,(,O
2017,870,O
2017,),O
2017,529,O
2017,-,O
2017,3261,O
2018,This,O
2018,document,O
2018,is,O
2018,a,O
2018,computer-generated,O
2018,record,O
2018,and,O
2018,requires,O
2018,no,O
2018,signature.,O
2018,Store,O
2018,:,O
2018,Vidal,B-Merchant
2018,&,I-Merchant
2018,Naidoo,I-Merchant
2018,Gallery,I-Merchant
2018,Transaction,O
2018,Date,O
2018,:,O
2018,2024-12-22,B-Date
2018,Item,O
2018,Sundry,O
2018,goods,O
2018,x,O
2018,5,O
2018,Total,O
2018,:,O
2018,$195.59,B-Total
2018,Payment,O
2018,Method,O
2018,:,O
2018,Visa,B-PaymentMethod
2018,Come,O
2018,back,O
2018,soon,O
2018,!,O
2019,Store,O
2019,:,O
2019,Cobblestone,B-Merchant
2019,Surf,I-Merchant
2019,Shop,I-Merchant
2019,Transaction,O
2019,Date,O
2019,:,O
2019,01/08/2026,B-Date
2019,Total,O
2019,Charged,O
2019,:,O
2019,$37.21,B-Total
2019,Proud,O
2019,member,O
2019,of,O
2019,the,O
2019,Chamber,O
2019,of,O
2019,Commerce,O
2019,Tender,O
2019,:,O
2019,PayPal,B-PaymentMethod
2019,Come,O
2019,back,O
2019,soon,O
2019,!,O
2020,www.ferriswindmereha.com,O
2020,Merchant,O
2020,:,O
2020,Ferris,B-Merchant
2020,&,I-Merchant
2020,Windmere,I-Merchant
2020,Hardware,I-Merchant
2020,Transaction,O
2020,Date,O
2020,:,O
2020,08/03/2026,B-Date
2020,Total,O
2020,Paid,O
2020,:,O
2020,$239.49,B-Total
2020,2,O
2020,x,O
2020,Replacement,O
2020,Parts,O
2020,Set,O
2020,Tender,O
2020,:,O
2020,Debit,B-PaymentMethod
2021,3418,O
2021,Magnolia,O
2021,Street,O
2021,",",O
2021,Millbrook,O
2021,",",O
2021,NY,O
2021,51239,O
2021,1,O
2021,x,O
2021,On-Site,O
2021,Installation,O
2021,Store,O
2021,:,O
2021,Hollybrook,B-Merchant
2021,Surf,I-Merchant
2021,Shop,I-Merchant
2021,Date,O
2021,of,O
2021,Purchase,O
2021,:,O
2021,2023-12-22,B-Date
2021,Item,O
2021,Sundry,O
2021,goods,O
2021,x,O
2021,5,O
2021,Total,O
2021,:,O
2021,$11.42,B-Total
2021,Tender,O
2021,:,O
2021,Amex,B-PaymentMethod
2021,info,O
2021,@,O
2021,hollybrooksurfsh.co,O
2021,www.hollybrooksurfsh.com,O
2022,Ivy,B-Merchant
2022,Lane,I-Merchant
2022,Outfitters,I-Merchant
2022,Sale,O
2022,Date,O
2022,:,O
2022,02/10/2026,B-Date
2022,+,O
2022,1,O
2022,(,O
2022,539,O
2022,),O
2022,367,O
2022,-,O
2022,9847,O
2022,Item,O
2022,Sundry,O
2022,goods,O
2022,x,O
2022,3,O
2022,Total,O
2022,:,O
2022,$249.33,B-Total
2022,Payment,O
2022,Type,O
2022,:,O
2022,Mastercard,B-PaymentMethod
2022,Have,O
2022,a,O
2022,great,O
2022,day.,O
2022,info,O
2022,@,O
2022,ivylaneoutfitter.com,O
2023,1990,O
2023,River,O
2023,Drive,O
2023,",",O
2023,Millbrook,O
2023,",",O
2023,NY,O
2023,93230,O
2023,Sold,O
2023,By,O
2023,:,O
2023,Saltmarsh,B-Merchant
2023,Outfitters,I-Merchant
2023,www.saltmarshoutfitt.com,O
2023,Date,O
2023,of,O
2023,Purchase,O
2023,:,O
2023,2023-03-24,B-Date
2023,Item,O
2023,Sundry,O
2023,goods,O
2023,x,O
2023,3,O
2023,Amount,O
2023,Paid,O
2023,:,O
2023,$286.84,B-Total
2023,Payment,O
2023,Method,O
2023,:,O
2023,PayPal,B-PaymentMethod
2023,An,O
2023,ISO,O
2023,9001,O
2023,Certified,O
2023,Company,O
2023,Thank,O
2023,you,O
2023,for,O
2023,shopping,O
2023,with,O
2023,us.,O
2023,info,O
2023,@,O
2023,saltmarshoutfitt.com,O
2024,Merchant,O
2024,:,O
2024,Fairhaven,B-Merchant
2024,&,I-Merchant
2024,Kwan,I-Merchant
2024,Bookshop,I-Merchant
2024,+,O
2024,1,O
2024,(,O
2024,405,O
2024,),O
2024,598,O
2024,-,O
2024,6885,O
2024,Date,O
2024,of,O
2024,Purchase,O
2024,:,O
2024,09/26/2026,B-Date
2024,1403,O
2024,Birch,O
2024,Boulevard,O
2024,",",O
2024,Lakewood,O
2024,",",O
2024,CO,O
2024,32849,O
2024,Amount,O
2024,Paid,O
2024,:,O
2024,$172.96,B-Total
2024,Payment,O
2024,Type,O
2024,:,O
2024,Debit,B-PaymentMethod
2024,Come,O
2024,back,O
2024,soon,O
2024,!,O
2025,Sold,O
2025,By,O
2025,:,O
2025,Sparrow,B-Merchant
2025,Boutique,I-Merchant
2025,4,O
2025,x,O
2025,Custom,O
2025,Design,O
2025,Package,O
2025,Transaction,O
2025,Date,O
2025,:,O
2025,2024-03-12,B-Date
2025,Total,O
2025,Charged,O
2025,:,O
2025,$252.70,B-Total
2025,Paid,O
2025,via,O
2025,:,O
2025,PayPal,B-PaymentMethod
2025,We,O
2025,appreciate,O
2025,your,O
2025,business.,O
2025,+,O
2025,1,O
2025,(,O
2025,456,O
2025,),O
2025,994,O
2025,-,O
2025,2417,O
2026,Sold,O
2026,By,O
2026,:,O
2026,Old,B-Merchant
2026,Town,I-Merchant
2026,Workshop,I-Merchant
2026,Sale,O
2026,Date,O
2026,:,O
2026,2024-12-16,B-Date
2026,info,O
2026,@,O
2026,oldtownworkshop.com,O
2026,Total,O
2026,Paid,O
2026,:,O
2026,$27.49,B-Total
2026,Paid,O
2026,via,O
2026,:,O
2026,Amex,B-PaymentMethod
2027,Purchased,O
2027,At,O
2027,:,O
2027,Fenwick,B-Merchant
2027,&,I-Merchant
2027,Doyle,I-Merchant
2027,Cinema,I-Merchant
2027,Sale,O
2027,Date,O
2027,:,O
2027,2026-09-14,B-Date
2027,Please,O
2027,retain,O
2027,this,O
2027,document,O
2027,for,O
2027,your,O
2027,records.,O
2027,Total,O
2027,:,O
2027,$129.61,B-Total
2027,+,O
2027,1,O
2027,(,O
2027,481,O
2027,),O
2027,756,O
2027,-,O
2027,3195,O
2027,Tender,O
2027,:,O
2027,Visa,B-PaymentMethod
2027,Have,O
2027,a,O
2027,great,O
2027,day.,O
2028,1526,O
2028,Fairview,O
2028,Lane,O
2028,",",O
2028,Millbrook,O
2028,",",O
2028,NY,O
2028,82893,O
2028,Almeida,B-Merchant
2028,&,I-Merchant
2028,Rahman,I-Merchant
2028,Nursery,I-Merchant
2028,Transaction,O
2028,Date,O
2028,:,O
2028,2025-05-19,B-Date
2028,+,O
2028,1,O
2028,(,O
2028,948,O
2028,),O
2028,303,O
2028,-,O
2028,6385,O
2028,3,O
2028,x,O
2028,Equipment,O
2028,Rental,O
2028,(,O
2028,weekly,O
2028,),O
2028,Item,O
2028,Sundry,O
2028,goods,O
2028,x,O
2028,3,O
2028,Total,O
2028,Charged,O
2028,:,O
2028,$143.00,B-Total
2028,Method,O
2028,:,O
2028,Debit,B-PaymentMethod
2029,Store,O
2029,:,O
2029,Falk,B-Merchant
2029,&,I-Merchant
2029,Marsh,I-Merchant
2029,Florist,I-Merchant
2029,5171,O
2029,Meadow,O
2029,Boulevard,O
2029,",",O
2029,Lakewood,O
2029,",",O
2029,CO,O
2029,26133,O
2029,Transaction,O
2029,Date,O
2029,:,O
2029,05/11/2023,B-Date
2029,Item,O
2029,Sundry,O
2029,goods,O
2029,x,O
2029,4,O
2029,Amount,O
2029,Paid,O
2029,:,O
2029,$204.50,B-Total
2029,Paid,O
2029,via,O
2029,:,O
2029,Mastercard,B-PaymentMethod
2029,See,O
2029,you,O
2029,next,O
2029,time,O
2029,!,O
2029,www.falkmarshflorist.com,O
2030,Sold,O
2030,By,O
2030,:,O
2030,Cavanagh,B-Merchant
2030,&,I-Merchant
2030,Delacroix,I-Merchant
2030,Butcher,I-Merchant
2030,Transaction,O
2030,Date,O
2030,:,O
2030,2026-11-08,B-Date
2030,Total,O
2030,Charged,O
2030,:,O
2030,$183.96,B-Total
2030,5510,O
2030,Hillcrest,O
2030,Lane,O
2030,",",O
2030,Highland,O
2030,Park,O
2030,",",O
2030,NJ,O
2030,44957,O
2030,Method,O
2030,:,O
2030,Mastercard,B-PaymentMethod
2031,Purchased,O
2031,At,O
2031,:,O
2031,Willow,B-Merchant
2031,Creek,I-Merchant
2031,Deli,I-Merchant
2031,Committed,O
2031,to,O
2031,sustainable,O
2031,practices,O
2031,Date,O
2031,of,O
2031,Purchase,O
2031,:,O
2031,02/22/2024,B-Date
2031,Amount,O
2031,Paid,O
2031,:,O
2031,$143.22,B-Total
2031,Payment,O
2031,Method,O
2031,:,O
2031,Debit,B-PaymentMethod
2031,577,O
2031,Chestnut,O
2031,Way,O
2031,",",O
2031,Ashland,O
2031,",",O
2031,OH,O
2031,10213,O
2031,Have,O
2031,a,O
2031,great,O
2031,day.,O
2032,Merchant,O
2032,:,O
2032,Old,B-Merchant
2032,Town,I-Merchant
2032,Fuel,I-Merchant
2032,Stop,I-Merchant
2032,Please,O
2032,retain,O
2032,this,O
2032,document,O
2032,for,O
2032,your,O
2032,records.,O
2032,3,O
2032,x,O
2032,Rush,O
2032,Processing,O
2032,Fee,O
2032,Purchase,O
2032,Date,O
2032,:,O
2032,2026-07-17,B-Date
2032,Charged,O
2032,:,O
2032,$24.48,B-Total
2032,Payment,O
2032,Type,O
2032,:,O
2032,Amex,B-PaymentMethod
2032,See,O
2032,you,O
2032,next,O
2032,time,O
2032,!,O
2032,6372,O
2032,Willow,O
2032,Road,O
2032,",",O
2032,Cedar,O
2032,Falls,O
2032,",",O
2032,IA,O
2032,70522,O
2033,5855,O
2033,Fairview,O
2033,Way,O
2033,",",O
2033,Springfield,O
2033,",",O
2033,IL,O
2033,79853,O
2033,Sold,O
2033,By,O
2033,:,O
2033,Cedar,B-Merchant
2033,Point,I-Merchant
2033,Booksellers,I-Merchant
2033,Transaction,O
2033,Date,O
2033,:,O
2033,10/17/2025,B-Date
2033,Item,O
2033,Sundry,O
2033,goods,O
2033,x,O
2033,3,O
2033,Total,O
2033,Paid,O
2033,:,O
2033,$132.54,B-Total
2033,+,O
2033,1,O
2033,(,O
2033,815,O
2033,),O
2033,393,O
2033,-,O
2033,9707,O
2033,Method,O
2033,:,O
2033,Cash,B-PaymentMethod
2034,Purchased,O
2034,At,O
2034,:,O
2034,Kestrel,B-Merchant
2034,&,I-Merchant
2034,Castellane,I-Merchant
2034,Studio,I-Merchant
2034,6036,O
2034,River,O
2034,Street,O
2034,",",O
2034,Riverside,O
2034,",",O
2034,CA,O
2034,93216,O
2034,Transaction,O
2034,Date,O
2034,:,O
2034,2024-10-26,B-Date
2034,Item,O
2034,Sundry,O
2034,goods,O
2034,x,O
2034,2,O
2034,Total,O
2034,Charged,O
2034,:,O
2034,$138.31,B-Total
2034,+,O
2034,1,O
2034,(,O
2034,493,O
2034,),O
2034,463,O
2034,-,O
2034,5662,O
2034,Payment,O
2034,Method,O
2034,:,O
2034,PayPal,B-PaymentMethod
2035,www.elmwooddeli.com,O
2035,Store,O
2035,:,O
2035,Elmwood,B-Merchant
2035,Deli,I-Merchant
2035,Purchase,O
2035,Date,O
2035,:,O
2035,10/13/2025,B-Date
2035,3,O
2035,x,O
2035,On-Site,O
2035,Installation,O
2035,Item,O
2035,Sundry,O
2035,goods,O
2035,x,O
2035,5,O
2035,Charged,O
2035,:,O
2035,$234.42,B-Total
2035,Paid,O
2035,via,O
2035,:,O
2035,Cash,B-PaymentMethod
2035,4805,O
2035,River,O
2035,Lane,O
2035,",",O
2035,Elmwood,O
2035,",",O
2035,TX,O
2035,57360,O
2035,Have,O
2035,a,O
2035,great,O
2035,day.,O
2036,Please,O
2036,retain,O
2036,this,O
2036,document,O
2036,for,O
2036,your,O
2036,records.,O
2036,Purchased,O
2036,At,O
2036,:,O
2036,Hollybrook,B-Merchant
2036,Studio,I-Merchant
2036,Sale,O
2036,Date,O
2036,:,O
2036,04/26/2025,B-Date
2036,Item,O
2036,Sundry,O
2036,goods,O
2036,x,O
2036,3,O
2036,Charged,O
2036,:,O
2036,$195.12,B-Total
2036,info,O
2036,@,O
2036,hollybrookstudio.co,O
2036,Payment,O
2036,Method,O
2036,:,O
2036,Amex,B-PaymentMethod
2036,Come,O
2036,back,O
2036,soon,O
2036,!,O
2037,info,O
2037,@,O
2037,saltmarshhardwar.net,O
2037,Sold,O
2037,By,O
2037,:,O
2037,Saltmarsh,B-Merchant
2037,Hardware,I-Merchant
2037,Transaction,O
2037,Date,O
2037,:,O
2037,2024-05-05,B-Date
2037,All,O
2037,sales,O
2037,are,O
2037,final,O
2037,unless,O
2037,otherwise,O
2037,noted.,O
2037,Total,O
2037,Paid,O
2037,:,O
2037,$91.02,B-Total
2037,Tender,O
2037,:,O
2037,Visa,B-PaymentMethod
2037,Thank,O
2037,you,O
2037,for,O
2037,shopping,O
2037,with,O
2037,us.,O
2038,Thistledown,B-Merchant
2038,Tavern,I-Merchant
2038,Purchase,O
2038,Date,O
2038,:,O
2038,01/29/2025,B-Date
2038,Item,O
2038,Sundry,O
2038,goods,O
2038,x,O
2038,5,O
2038,Total,O
2038,:,O
2038,$49.33,B-Total
2038,Payment,O
2038,Type,O
2038,:,O
2038,Cash,B-PaymentMethod
2038,1326,O
2038,Elm,O
2038,Road,O
2038,",",O
2038,Riverside,O
2038,",",O
2038,CA,O
2038,83957,O
2038,info,O
2038,@,O
2038,thistledowntaver.co,O
2038,See,O
2038,you,O
2038,next,O
2038,time,O
2038,!,O
2039,info,O
2039,@,O
2039,rosewoodsports.com,O
2039,Merchant,O
2039,:,O
2039,Rosewood,B-Merchant
2039,Sports,I-Merchant
2039,Date,O
2039,:,O
2039,2026-01-22,B-Date
2039,Total,O
2039,:,O
2039,$268.71,B-Total
2039,4,O
2039,x,O
2039,Equipment,O
2039,Rental,O
2039,(,O
2039,weekly,O
2039,),O
2039,+,O
2039,1,O
2039,(,O
2039,724,O
2039,),O
2039,575,O
2039,-,O
2039,7728,O
2039,Payment,O
2039,Method,O
2039,:,O
2039,Visa,B-PaymentMethod
2039,We,O
2039,appreciate,O
2039,your,O
2039,business.,O
2040,Purchased,O
2040,At,O
2040,:,O
2040,Cedar,B-Merchant
2040,Point,I-Merchant
2040,Bistro,I-Merchant
2040,Date,O
2040,of,O
2040,Purchase,O
2040,:,O
2040,2023-10-17,B-Date
2040,+,O
2040,1,O
2040,(,O
2040,481,O
2040,),O
2040,961,O
2040,-,O
2040,6547,O
2040,Disputes,O
2040,must,O
2040,be,O
2040,raised,O
2040,within,O
2040,30,O
2040,days,O
2040,of,O
2040,receipt.,O
2040,Item,O
2040,Sundry,O
2040,goods,O
2040,x,O
2040,3,O
2040,Charged,O
2040,:,O
2040,$167.58,B-Total
2040,Payment,O
2040,Method,O
2040,:,O
2040,Cash,B-PaymentMethod
2040,Come,O
2040,back,O
2040,soon,O
2040,!,O
2041,Purchased,O
2041,At,O
2041,:,O
2041,Chen,B-Merchant
2041,&,I-Merchant
2041,Castellano,I-Merchant
2041,Surf,I-Merchant
2041,Shop,I-Merchant
2041,Sale,O
2041,Date,O
2041,:,O
2041,02/04/2024,B-Date
2041,Item,O
2041,Sundry,O
2041,goods,O
2041,x,O
2041,5,O
2041,A,O
2041,late,O
2041,fee,O
2041,of,O
2041,1.5%,O
2041,per,O
2041,month,O
2041,applies,O
2041,to,O
2041,overdue,O
2041,balances.,O
2041,Total,O
2041,Paid,O
2041,:,O
2041,$183.13,B-Total
2041,+,O
2041,1,O
2041,(,O
2041,796,O
2041,),O
2041,736,O
2041,-,O
2041,6891,O
2041,Method,O
2041,:,O
2041,Visa,B-PaymentMethod
2041,See,O
2041,you,O
2041,next,O
2041,time,O
2041,!,O
2042,Sold,O
2042,By,O
2042,:,O
2042,Redbrick,B-Merchant
2042,Salon,I-Merchant
2042,Date,O
2042,:,O
2042,12/24/2025,B-Date
2042,Item,O
2042,Sundry,O
2042,goods,O
2042,x,O
2042,3,O
2042,info,O
2042,@,O
2042,redbricksalon.co,O
2042,Family,O
2042,owned,O
2042,since,O
2042,2004,O
2042,Total,O
2042,:,O
2042,$193.25,B-Total
2042,Payment,O
2042,Method,O
2042,:,O
2042,Visa,B-PaymentMethod
2042,All,O
2042,sales,O
2042,are,O
2042,final,O
2042,unless,O
2042,otherwise,O
2042,noted.,O
2042,Have,O
2042,a,O
2042,great,O
2042,day.,O
2042,+,O
2042,1,O
2042,(,O
2042,689,O
2042,),O
2042,902,O
2042,-,O
2042,5282,O
2043,+,O
2043,1,O
2043,(,O
2043,583,O
2043,),O
2043,766,O
2043,-,O
2043,5676,O
2043,Ivy,B-Merchant
2043,Lane,I-Merchant
2043,Sports,I-Merchant
2043,Date,O
2043,:,O
2043,2023-02-13,B-Date
2043,1559,O
2043,Hillcrest,O
2043,Way,O
2043,",",O
2043,Rivertown,O
2043,",",O
2043,OR,O
2043,90084,O
2043,Item,O
2043,Sundry,O
2043,goods,O
2043,x,O
2043,4,O
2043,Charged,O
2043,:,O
2043,$50.90,B-Total
2043,Tender,O
2043,:,O
2043,Visa,B-PaymentMethod
2044,Sold,O
2044,By,O
2044,:,O
2044,Fox,B-Merchant
2044,Hollow,I-Merchant
2044,Workshop,I-Merchant
2044,Please,O
2044,include,O
2044,the,O
2044,invoice,O
2044,number,O
2044,with,O
2044,your,O
2044,payment.,O
2044,Date,O
2044,of,O
2044,Purchase,O
2044,:,O
2044,2024-08-06,B-Date
2044,Item,O
2044,Sundry,O
2044,goods,O
2044,x,O
2044,2,O
2044,Total,O
2044,:,O
2044,$239.83,B-Total
2044,Method,O
2044,:,O
2044,Mastercard,B-PaymentMethod
2044,Come,O
2044,back,O
2044,soon,O
2044,!,O
2045,Hollybrook,B-Merchant
2045,Cinema,I-Merchant
2045,www.hollybrookcinema.com,O
2045,+,O
2045,1,O
2045,(,O
2045,712,O
2045,),O
2045,881,O
2045,-,O
2045,4520,O
2045,Date,O
2045,of,O
2045,Purchase,O
2045,:,O
2045,2026-04-25,B-Date
2045,Total,O
2045,Paid,O
2045,:,O
2045,$158.00,B-Total
2045,Payment,O
2045,Method,O
2045,:,O
2045,PayPal,B-PaymentMethod
2045,We,O
2045,appreciate,O
2045,your,O
2045,business.,O
2046,Merchant,O
2046,:,O
2046,Metro,B-Merchant
2046,Gallery,I-Merchant
2046,5338,O
2046,Maple,O
2046,Lane,O
2046,",",O
2046,Elmwood,O
2046,",",O
2046,TX,O
2046,65347,O
2046,All,O
2046,sales,O
2046,are,O
2046,final,O
2046,unless,O
2046,otherwise,O
2046,noted.,O
2046,www.metrogallery.com,O
2046,Date,O
2046,:,O
2046,02/15/2023,B-Date
2046,Item,O
2046,Sundry,O
2046,goods,O
2046,x,O
2046,2,O
2046,Total,O
2046,Charged,O
2046,:,O
2046,$261.09,B-Total
2046,Tender,O
2046,:,O
2046,Amex,B-PaymentMethod
2046,We,O
2046,appreciate,O
2046,your,O
2046,business.,O
2047,Please,O
2047,retain,O
2047,this,O
2047,document,O
2047,for,O
2047,your,O
2047,records.,O
2047,Hollybrook,B-Merchant
2047,Surf,I-Merchant
2047,Shop,I-Merchant
2047,Date,O
2047,:,O
2047,04/29/2025,B-Date
2047,Amount,O
2047,:,O
2047,$150.92,B-Total
2047,Payment,O
2047,Method,O
2047,:,O
2047,PayPal,B-PaymentMethod
2047,7315,O
2047,Fairview,O
2047,Way,O
2047,",",O
2047,Rivertown,O
2047,",",O
2047,OR,O
2047,34891,O
2048,Purchased,O
2048,At,O
2048,:,O
2048,Sparrow,B-Merchant
2048,Boutique,I-Merchant
2048,info,O
2048,@,O
2048,sparrowboutique.co,O
2048,Purchase,O
2048,Date,O
2048,:,O
2048,10/06/2025,B-Date
2048,Item,O
2048,Sundry,O
2048,goods,O
2048,x,O
2048,3,O
2048,Total,O
2048,Paid,O
2048,:,O
2048,$172.29,B-Total
2048,Paid,O
2048,via,O
2048,:,O
2048,Visa,B-PaymentMethod
2048,This,O
2048,document,O
2048,is,O
2048,a,O
2048,computer-generated,O
2048,record,O
2048,and,O
2048,requires,O
2048,no,O
2048,signature.,O
2048,+,O
2048,1,O
2048,(,O
2048,229,O
2048,),O
2048,439,O
2048,-,O
2048,7402,O
2048,We,O
2048,appreciate,O
2048,your,O
2048,business.,O
2049,Cobblestone,B-Merchant
2049,Workshop,I-Merchant
2049,Transaction,O
2049,Date,O
2049,:,O
2049,2024-02-05,B-Date
2049,Item,O
2049,Sundry,O
2049,goods,O
2049,x,O
2049,3,O
2049,Total,O
2049,:,O
2049,$65.64,B-Total
2049,Paid,O
2049,via,O
2049,:,O
2049,Amex,B-PaymentMethod
2049,2,O
2049,x,O
2049,Widget,O
2049,Assembly,O
2049,Kit,O
2049,info,O
2049,@,O
2049,cobblestoneworks.com,O
2049,556,O
2049,Pine,O
2049,Road,O
2049,",",O
2049,Brookfield,O
2049,",",O
2049,WI,O
2049,27674,O
2050,Merchant,O
2050,:,O
2050,Nightly,B-Merchant
2050,Studio,I-Merchant
2050,+,O
2050,1,O
2050,(,O
2050,688,O
2050,),O
2050,626,O
2050,-,O
2050,4579,O
2050,2712,O
2050,Hillcrest,O
2050,Road,O
2050,",",O
2050,Millbrook,O
2050,",",O
2050,NY,O
2050,61717,O
2050,4,O
2050,x,O
2050,On-Site,O
2050,Installation,O
2050,Date,O
2050,:,O
2050,2023-03-24,B-Date
2050,www.nightlystudio.com,O
2050,Item,O
2050,Sundry,O
2050,goods,O
2050,x,O
2050,1,O
2050,Total,O
2050,Charged,O
